topic	relation	language	pos	lemma	orthography	features
Q3359409	Demonym adjective	Q1617	adjectival	مائیکرونیشین	مائیکرونیشین	Q58691134
Q132959	Demonym adjective	Q1617	adjectival	ذیلی صحارائی افریقی	ذیلی صحارائی افریقی	Q58691134
Q37394	Demonym adjective	Q1617	adjectival	میلانیشیائی	میلانیشیائی	Q58691134
Q1045	Demonym adjective	Q1617	adjectival	سومالیائی	سومالیائی	Q58691134
Q27231	Demonym adjective	Q1617	adjectival	مشرقی ایشیائی	مشرقی ایشیائی	Q58691134
Q27611	Demonym adjective	Q1617	adjectival	وسطی امریکی	وسطی امریکی	Q58691134
Q771405	Demonym adjective	Q1617	adjectival	جنوبی ایشیائی	جنوبی ایشیائی	Q58691134
Q712	Demonym adjective	Q1617	adjectival	فجی	فجی	Q58691134
Q710	Demonym adjective	Q1617	adjectival	کیریباتوی	کیریباتوی	Q58691134
Q796	Demonym adjective	Q1617	adjectival	عراقی	عراقی	Q58691134
Q1020	Demonym adjective	Q1617	adjectival	ملاوی	ملاوی	Q58691134
Q1507	Demonym adjective	Q1617	adjectival	پیٹاگونیائی	پیٹاگونیائی	Q58691134
Q27468	Demonym adjective	Q1617	adjectival	مشرقی یورپی	مشرقی یورپی	Q58691134
Q25228	Demonym adjective	Q1617	adjectival	اینگویلائی	اینگویلائی	Q58691134
Q27433	Demonym adjective	Q1617	adjectival	وسطی افریقی	وسطی افریقی	Q58691134
Q692525	Human denoting sense	Q1617	nominal	وکٹ کیپر	وکٹ کیپرز	Q131105,Q146786,Q1775415
Q692525	Human denoting sense	Q1617	nominal	وکٹ کیپر	وکٹ کیپر	Q110786,Q131105,Q1775415
Q692525	Human denoting sense	Q1617	nominal	وکٹ کیپر	وکٹ کیپرز	Q131105,Q146786,Q499327
Q692525	Human denoting sense	Q1617	nominal	وکٹ کیپر	وکٹ کیپر	Q110786,Q131105,Q499327
Q692525	Human denoting sense	Q1617	nominal	وکٹ کیپر	وکٹ کیپرز	Q1233197,Q146786,Q1775415
Q692525	Human denoting sense	Q1617	nominal	وکٹ کیپر	وکٹ کیپر	Q110786,Q1233197,Q1775415
Q692525	Human denoting sense	Q1617	nominal	وکٹ کیپر	وکٹ کیپرز	Q1233197,Q146786,Q499327
Q692525	Human denoting sense	Q1617	nominal	وکٹ کیپر	وکٹ کیپر	Q110786,Q1233197,Q499327
Q1773363	Human denoting sense	Q1617	nominal	انتخابی اہلکار	انتخابی اہلکار	Q131105,Q146786,Q1775415
Q1773363	Human denoting sense	Q1617	nominal	انتخابی اہلکار	انتخابی اہلکار	Q110786,Q131105,Q1775415
Q1773363	Human denoting sense	Q1617	nominal	انتخابی اہلکار	انتخابی اہلکار	Q131105,Q146786,Q499327
Q1773363	Human denoting sense	Q1617	nominal	انتخابی اہلکار	انتخابی اہلکار	Q110786,Q131105,Q499327
Q1773363	Human denoting sense	Q1617	nominal	انتخابی اہلکار	انتخابی اہلکاروں	Q1233197,Q146786,Q1775415
Q1773363	Human denoting sense	Q1617	nominal	انتخابی اہلکار	انتخابی اہلکار	Q110786,Q1233197,Q1775415
Q1773363	Human denoting sense	Q1617	nominal	انتخابی اہلکار	انتخابی اہلکاروں	Q1233197,Q146786,Q499327
Q1773363	Human denoting sense	Q1617	nominal	انتخابی اہلکار	انتخابی اہلکار	Q110786,Q1233197,Q499327
Q377916	Demonym adjective	Q1617	adjectival	آئبیرو امریکن	آئبیرو امریکن	Q58691134
Q730	Demonym adjective	Q1617	adjectival	سرینامی	سرینامی	Q58691134
Q974	Demonym adjective	Q1617	adjectival	کانگولی	کانگولی	Q58691134
Q27293	Demonym adjective	Q1617	adjectival	مغربی ایشیائی	مغربی ایشیائی	Q58691134
Q17252	Demonym adjective	Q1617	adjectival	تبتی	تبتی	Q58691134
Q35942	Demonym adjective	Q1617	adjectival	پولینیشیائی	پولینیشیائی	Q58691134
Q166131	Demonym adjective	Q1617	adjectival	انٹیلیزی	انٹیلیزی	Q58691134
Q717	Demonym adjective	Q1617	adjectival	وینزویلائی	وینزویلائی	Q58691134
