topic	relation	language	pos	lemma	orthography	features
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultoarelor	Q146233,Q146786,Q1775415,Q53997851
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultoarei	Q110786,Q146233,Q1775415,Q53997851
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultorilor	Q146233,Q146786,Q499327,Q53997851
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultorului	Q110786,Q146233,Q499327,Q53997851
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultoare	Q146233,Q146786,Q1775415,Q53997857
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultoare	Q110786,Q146233,Q1775415,Q53997857
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultori	Q146233,Q146786,Q499327,Q53997857
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultor	Q110786,Q146233,Q499327,Q53997857
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultoarele	Q131105,Q146786,Q1775415,Q53997851
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultoarea	Q110786,Q131105,Q1775415,Q53997851
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultorii	Q131105,Q146786,Q499327,Q53997851
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultorul	Q110786,Q131105,Q499327,Q53997851
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultoare	Q131105,Q146786,Q1775415,Q53997857
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultoare	Q110786,Q131105,Q1775415,Q53997857
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultori	Q131105,Q146786,Q499327,Q53997857
Q1895303	Human denoting sense	Q7913	nominal	silvicultor	silvicultor	Q110786,Q131105,Q499327,Q53997857
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procuroarelor Statelor Unite	Q146233,Q146786,Q1775415,Q53997851
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procuroarei Statelor Unite	Q110786,Q146233,Q1775415,Q53997851
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procurorilor Statelor Unite	Q146233,Q146786,Q499327,Q53997851
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procurorului Statelor Unite	Q110786,Q146233,Q499327,Q53997851
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procuroare ale Statelor Unite	Q146233,Q146786,Q1775415,Q53997857
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procuroare a Statelor Unite	Q110786,Q146233,Q1775415,Q53997857
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procurori ai Statelor Unite	Q146233,Q146786,Q499327,Q53997857
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procuror al Statelor Unite	Q110786,Q146233,Q499327,Q53997857
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procuroarele Statelor Unite	Q131105,Q146786,Q1775415,Q53997851
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procuroarea Statelor Unite	Q110786,Q131105,Q1775415,Q53997851
Q2094335	Human denoting sense	Q7913	nominal	procuror al Statelor Unite	procurorii Statelor Unite	Q131105,Q146786,Q499327,Q53997851
