topic	relation	language	pos	lemma	orthography	features
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosoktól	Q146786,Q156986
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztostól	Q110786,Q156986
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosokat	Q146078,Q146786
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztost	Q110786,Q146078
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosoknál	Q146786,Q281954
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosnál	Q110786,Q281954
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosokhoz	Q146786,Q655020
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztoshoz	Q110786,Q655020
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosokért	Q11870653,Q146786
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosért	Q110786,Q11870653
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosoknak	Q145599,Q146786
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosnak	Q110786,Q145599
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosokról	Q1183901,Q146786
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosról	Q110786,Q1183901
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosokból	Q146786,Q394253
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosból	Q110786,Q394253
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosokként	Q146786,Q3827688
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosként	Q110786,Q3827688
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosokba	Q146786,Q474668
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosba	Q110786,Q474668
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosokban	Q146786,Q282031
Q6679359	Human denoting sense	Q9067	nominal	királyi főbiztos	királyi főbiztosban	Q110786,Q282031
