topic	relation	language	pos	lemma	orthography	features
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcılardan	Q146786,Q156986
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcısından	Q110786,Q156986
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcıları	Q146078,Q146786
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcısını	Q110786,Q146078
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcılara	Q145599,Q146786
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcısına	Q110786,Q145599
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcıların	Q146233,Q146786
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcısının	Q110786,Q146233
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcılarla	Q146786,Q192997
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcısıyla	Q110786,Q192997
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcılarda	Q146786,Q202142
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcısında	Q110786,Q202142
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcılar	Q131105,Q146786
Q339431	Human denoting sense	Q256	nominal	ses yeniden kayıt karıştırıcısı	ses yeniden kayıt karıştırıcısı	Q110786,Q131105
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçelerden	Q146786,Q156986
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçeden	Q110786,Q156986
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçeleri	Q146078,Q146786
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçeyi	Q110786,Q146078
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçelere	Q145599,Q146786
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçeye	Q110786,Q145599
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçelerin	Q146233,Q146786
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçenin	Q110786,Q146233
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçelerle	Q146786,Q192997
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçeyle	Q110786,Q192997
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçelerde	Q146786,Q202142
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçede	Q110786,Q202142
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçeler	Q131105,Q146786
Q719039	Human denoting sense	Q256	nominal	konsort kraliçe	konsort kraliçe	Q110786,Q131105
Q1638113	Human denoting sense	Q256	nominal	vurucu	vuruculardan	Q146786,Q156986
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucudan	Q110786,Q156986
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucuları	Q146078,Q146786
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucuyu	Q110786,Q146078
Q1638113	Human denoting sense	Q256	nominal	vurucu	vuruculara	Q145599,Q146786
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucuya	Q110786,Q145599
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucuların	Q146233,Q146786
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucunun	Q110786,Q146233
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucularla	Q146786,Q192997
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucuyla	Q110786,Q192997
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucularda	Q146786,Q202142
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucuda	Q110786,Q202142
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucular	Q131105,Q146786
Q1638113	Human denoting sense	Q256	nominal	vurucu	vurucu	Q110786,Q131105
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanlarından	Q146786,Q156986
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanından	Q110786,Q156986
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanlarını	Q146078,Q146786
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanına	Q110786,Q146078
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanlarına	Q145599,Q146786
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanına	Q110786,Q145599
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanlarının	Q146233,Q146786
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanının	Q110786,Q146233
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanlarıyla	Q146786,Q192997
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanıyla	Q110786,Q192997
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanlarında	Q146786,Q202142
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanında	Q110786,Q202142
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanları	Q131105,Q146786
Q547199	Human denoting sense	Q256	nominal	kickoff uzmanı	kickoff uzmanı	Q110786,Q131105
Q754	Demonym adjective	Q256	adjectival	trinidad ve tobagolu	trinidad ve tobagolu	
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanlarından	Q146786,Q156986
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanından	Q110786,Q156986
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanlarını	Q146078,Q146786
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanını	Q110786,Q146078
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanlarına	Q145599,Q146786
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanına	Q110786,Q145599
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanlarının	Q146233,Q146786
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanının	Q110786,Q146233
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanlarıyla	Q146786,Q192997
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanıyla	Q110786,Q192997
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanlarında	Q146786,Q202142
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanında	Q110786,Q202142
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanları	Q131105,Q146786
Q3519095	Human denoting sense	Q256	nominal	yazılım test uzmanı	yazılım test uzmanı	Q110786,Q131105
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörlerden	Q146786,Q156986
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörden	Q110786,Q156986
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörleri	Q146078,Q146786
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörü	Q110786,Q146078
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörlere	Q145599,Q146786
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublöre	Q110786,Q145599
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörlerin	Q146233,Q146786
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörün	Q110786,Q146233
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörlerle	Q146786,Q192997
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörle	Q110786,Q192997
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörlerde	Q146786,Q202142
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörde	Q110786,Q202142
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublörler	Q131105,Q146786
Q7628798	Human denoting sense	Q256	nominal	ikiz dublör	ikiz dublör	Q110786,Q131105
Q956495	Human denoting sense	Q256	nominal	vip	viplerden	Q146786,Q156986
Q956495	Human denoting sense	Q256	nominal	vip	vipten	Q110786,Q156986
Q956495	Human denoting sense	Q256	nominal	vip	vipleri	Q146078,Q146786
Q956495	Human denoting sense	Q256	nominal	vip	vipi	Q110786,Q146078
Q956495	Human denoting sense	Q256	nominal	vip	viplere	Q145599,Q146786
Q956495	Human denoting sense	Q256	nominal	vip	vipe	Q110786,Q145599
Q956495	Human denoting sense	Q256	nominal	vip	viplerin	Q146233,Q146786
Q956495	Human denoting sense	Q256	nominal	vip	vipin	Q110786,Q146233
Q956495	Human denoting sense	Q256	nominal	vip	viplerle	Q146786,Q192997
Q956495	Human denoting sense	Q256	nominal	vip	viple	Q110786,Q192997
Q956495	Human denoting sense	Q256	nominal	vip	viplerde	Q146786,Q202142
Q956495	Human denoting sense	Q256	nominal	vip	vipte	Q110786,Q202142
Q956495	Human denoting sense	Q256	nominal	vip	vipler	Q131105,Q146786
Q956495	Human denoting sense	Q256	nominal	vip	vip	Q110786,Q131105
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcülerden	Q146786,Q156986
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcüden	Q110786,Q156986
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcüleri	Q146078,Q146786
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcüyü	Q110786,Q146078
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcülere	Q145599,Q146786
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcüye	Q110786,Q145599
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcülerin	Q146233,Q146786
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcünün	Q110786,Q146233
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcülerle	Q146786,Q192997
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcüyle	Q110786,Q192997
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcülerde	Q146786,Q202142
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcüde	Q110786,Q202142
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcüler	Q131105,Q146786
Q26267537	Human denoting sense	Q256	nominal	seri tecavüzcü	seri tecavüzcü	Q110786,Q131105
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkeklerden	Q146786,Q156986
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkekten	Q110786,Q156986
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkekleri	Q146078,Q146786
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkeği	Q110786,Q146078
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkeklere	Q145599,Q146786
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkeğe	Q110786,Q145599
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkeklerin	Q146233,Q146786
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkeğin	Q110786,Q146233
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkeklerle	Q146786,Q192997
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkekle	Q110786,Q192997
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkeklerde	Q146786,Q202142
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkekte	Q110786,Q202142
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkekler	Q131105,Q146786
Q104969456	Human denoting sense	Q256	nominal	eşcinsel erkek	eşcinsel erkek	Q110786,Q131105
Q12323021	Human denoting sense	Q256	nominal	veliaht prenses	veliaht prenseslerde	Q146786,Q156986
